Player,Team,GP,GS,MINS,oPOSS,PTS,ORB,DRB,AST,STL,BLK,TOV,PF,PCT_FGA_trans,PCT_FGM_ast,TS.,eFG.,FGM,FGA,FG.,TPM,TPA,TP.,FTM,FTA,FT.,RIMM,RIMA,RIM.,MIDM,MIDA,MID.
MILES.BREWSTER_Boston U.,Boston U.,6,0,53.15,97,11,1,3,3,1,0,0,7,0.444,0.667,0.505,0.389,3,9,0.333,1,3,0.333,4,4,1,1,3,0.333,1,3,0.333
MILES.BROOKINS_CSUN,CSUN,1,0,6.717,12,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,2,0
MILES.BROWN_Ohio,Ohio,6,0,93.2,183,29,1,8,4,3,0,6,7,0.385,0.5,0.658,0.577,6,13,0.462,3,7,0.429,14,19,0.737,3,6,0.5,0,0,0
MILES.GALLY_George Washington,George Washington,1,0,6.1,11,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
MILES.GIBSON_Eastern Mich.,Eastern Mich.,4,2,45.333,81,8,2,5,0,0,0,3,4,0.214,0,0.268,0.214,3,14,0.214,0,0,0,2,2,1,1,2,0.5,2,12,0.167
MILES.JAMES_East Carolina,East Carolina,1,0,5.8,13,0,0,0,0,0,0,0,1,0.5,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
MILES.JONES_Radford,Radford,2,0,17.2,33,5,2,1,0,2,2,1,2,0,0,0.633,0.667,2,3,0.667,0,1,0,1,2,0.5,2,2,1,0,0,0
MILES.LATIMER_Bucknell,Bucknell,4,0,80.851,156,19,0,8,3,1,2,1,7,0.438,0.8,0.504,0.406,5,16,0.312,3,9,0.333,6,6,1,2,3,0.667,0,4,0
MILES.MCBRIDE_West Virginia,West Virginia,6,5,200.701,371,76,4,10,29,14,5,12,10,0.268,0.346,0.461,0.401,26,71,0.366,5,24,0.208,19,24,0.792,8,13,0.615,13,34,0.382
MILES.MILLER_Lipscomb,Lipscomb,1,0,4.867,9,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0
MILES.NORRIS_UC Santa Barbara,UC Santa Barbara,7,6,180.601,324,57,8,27,15,4,5,8,9,0.16,0.591,0.53,0.51,22,50,0.44,7,22,0.318,6,8,0.75,12,20,0.6,3,8,0.375
MILLER.KOPP_Northwestern,Northwestern,5,5,146.534,266,40,4,18,3,6,1,11,10,0.291,0.533,0.346,0.318,15,55,0.273,5,24,0.208,5,6,0.833,5,11,0.455,5,20,0.25
MILOS.JOVIC_Miami (OH),Miami (OH),5,0,29.116,55,5,0,0,3,1,1,0,3,0.167,1,0.36,0.25,1,6,0.167,1,1,1,2,2,1,0,2,0,0,3,0
MILOS.STAJCIC_Campbell,Campbell,4,0,41.283,63,11,4,5,1,0,0,3,4,0,0.75,0.505,0.611,4,9,0.444,3,6,0.5,0,4,0,1,2,0.5,0,1,0
MIROSLAV.STAFL_Hartford,Hartford,4,4,116.033,207,41,8,16,8,0,2,10,14,0.097,0.5,0.573,0.516,16,31,0.516,0,2,0,9,10,0.9,16,26,0.615,0,3,0
MIRYNE.THOMAS_Ball St.,Ball St.,5,5,91.349,180,32,4,16,1,2,0,13,13,0.176,0.889,0.736,0.676,9,17,0.529,5,9,0.556,9,10,0.9,4,7,0.571,0,1,0
MITCH.BALLOCK_Creighton,Creighton,7,7,208.435,384,57,0,20,14,3,1,8,6,0.481,0.65,0.51,0.5,20,54,0.37,14,38,0.368,3,4,0.75,6,12,0.5,0,4,0
MITCH.LIGHTFOOT_Kansas,Kansas,4,0,48.366,87,19,5,7,1,0,3,6,8,0.067,0.444,0.596,0.633,9,15,0.6,1,2,0.5,0,2,0,8,13,0.615,0,0,0
MITCH.LISTAU_Belmont,Belmont,3,0,5.667,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
MITCH.PRENDERGAST_Mercer,Mercer,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MITCHELL.SAXEN_Saint Mary's (CA),Saint Mary's (CA),5,0,41.734,76,13,7,3,1,0,1,1,9,0.091,0.5,0.566,0.545,6,11,0.545,0,0,0,1,1,1,6,11,0.545,0,0,0
MITCHELL.SMITH_Missouri,Missouri,5,0,111.634,210,29,10,13,6,3,1,3,12,0.111,0.667,0.651,0.583,9,18,0.5,3,8,0.375,8,9,0.889,6,6,1,0,4,0
MITCHELL.SUEKER_North Dakota,North Dakota,2,1,43.184,82,11,4,6,1,0,0,1,5,0.286,0.4,0.38,0.357,5,14,0.357,0,3,0,1,1,1,5,7,0.714,0,4,0
MJ.RANDOLPH_Florida A&M,Florida A&M,6,6,225.65,423,95,7,32,23,5,0,20,12,0.192,0.212,0.522,0.459,33,73,0.452,1,2,0.5,28,38,0.737,18,32,0.562,14,39,0.359
MJ.WALKER_Florida St.,Florida St.,5,4,135.051,274,60,2,6,9,3,1,18,11,0.333,0.571,0.52,0.51,21,51,0.412,10,26,0.385,8,14,0.571,7,15,0.467,4,10,0.4
MLADEN.ARMUS_Boise St.,Boise St.,4,4,110.599,197,26,10,21,3,1,6,7,10,0.214,0.625,0.66,0.571,8,14,0.571,0,0,0,10,12,0.833,7,12,0.583,1,2,0.5
MOEL.CAMARA_Morgan St.,Morgan St.,5,0,48.182,104,9,1,3,3,1,2,3,6,0.2,0.5,0.541,0.5,2,5,0.4,1,1,1,4,7,0.571,1,1,1,0,3,0
MOHAMED.DIALLO_Stony Brook,Stony Brook,1,0,1.85,5,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0
MOHAMMED.ABDULSALAM_UNC Greensboro,UNC Greensboro,6,6,110.3,219,37,19,25,2,4,5,3,16,0.065,0.25,0.547,0.516,16,31,0.516,0,0,0,5,6,0.833,13,24,0.542,3,7,0.429
MONTEZ.MATHIS_Rutgers,Rutgers,6,0,83.767,161,35,3,5,0,3,0,4,13,0.375,0.615,0.387,0.338,13,40,0.325,1,14,0.071,8,11,0.727,11,20,0.55,1,6,0.167
MONTRE.GIPSON_Tarleton St.,Tarleton St.,4,4,140.415,231,72,4,13,13,2,0,4,6,0.229,0.517,0.676,0.656,29,48,0.604,5,11,0.455,9,11,0.818,13,15,0.867,11,22,0.5
MONTY.BOWSER_California,California,2,0,2.067,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MONTY.JOHAL_Tennessee St.,Tennessee St.,2,0,30.467,61,17,0,3,1,0,1,1,8,0.133,0.25,0.549,0.567,8,15,0.533,1,5,0.2,0,1,0,1,2,0.5,6,8,0.75
MORGAN.SAFFORD_Wofford,Wofford,2,2,50.151,82,18,1,5,4,0,1,1,1,0.118,0.714,0.529,0.529,7,17,0.412,4,9,0.444,0,0,0,3,6,0.5,0,2,0
MORRIS.UDEZE_Wichita St.,Wichita St.,4,4,122.698,213,44,10,25,2,4,2,5,11,0.273,0.647,0.518,0.515,17,33,0.515,0,0,0,10,20,0.5,17,28,0.607,0,5,0
MOSES.MOODY_Arkansas,Arkansas,7,7,242.483,492,143,16,29,16,10,5,9,17,0.273,0.5,0.609,0.528,38,88,0.432,17,45,0.378,50,62,0.806,11,15,0.733,10,28,0.357
MOSES.WOOD_UNLV,UNLV,7,0,151.15,271,42,11,18,5,1,10,4,17,0.094,0.588,0.619,0.625,17,32,0.531,6,14,0.429,2,4,0.5,11,16,0.688,0,2,0
MOSES.WRIGHT_Georgia Tech,Georgia Tech,7,7,269.45,481,156,39,38,18,7,9,16,25,0.093,0.542,0.58,0.57,59,107,0.551,4,5,0.8,34,58,0.586,44,66,0.667,11,36,0.306
MOUHAMADOU.GUEYE_Stony Brook,Stony Brook,1,1,33.816,58,8,6,7,1,0,6,1,2,0.222,0.333,0.402,0.333,3,9,0.333,0,2,0,2,2,1,3,6,0.5,0,1,0
MOUSSA.CISSE_Memphis,Memphis,7,7,128.5,242,52,17,21,3,1,10,9,19,0.205,0.714,0.531,0.538,21,39,0.538,0,1,0,10,21,0.476,19,32,0.594,2,6,0.333
MUSA.JALLOW_Ohio St.,Ohio St.,7,3,125.3,227,14,6,11,4,3,4,3,21,0.364,0.714,0.636,0.636,7,11,0.636,0,1,0,0,0,0,5,7,0.714,2,3,0.667
MUSTAFA.LAWRENCE_Norfolk St.,Norfolk St.,3,1,50.067,96,16,0,1,6,1,0,2,7,0.143,0.25,0.475,0.393,4,14,0.286,3,11,0.273,5,6,0.833,1,3,0.333,0,0,0
MUSTAPHA.AMZIL_Dayton,Dayton,4,1,83.467,161,37,7,16,3,0,0,4,10,0.263,0.692,0.811,0.789,13,19,0.684,4,8,0.5,7,8,0.875,6,8,0.75,3,3,1
MWANI.WILKINSON_LSU,LSU,6,0,65.218,134,20,5,6,1,1,2,3,17,0.364,0.556,0.837,0.864,9,11,0.818,1,2,0.5,1,2,0.5,7,8,0.875,1,1,1
MYJA.WHITE_Miami (OH),Miami (OH),6,5,149.898,267,43,1,10,8,4,0,4,12,0.4,0.6,0.645,0.617,15,30,0.5,7,14,0.5,6,7,0.857,4,9,0.444,4,7,0.571
MYKELL.ROBINSON_North Texas,North Texas,5,0,10.901,27,2,1,1,0,2,0,1,0,0.333,1,0.253,0.333,1,3,0.333,0,1,0,0,2,0,1,2,0.5,0,0,0
MYLES.BAKER_Central Conn. St.,Central Conn. St.,1,1,34.417,68,17,2,6,1,1,0,4,2,0.25,0.667,0.633,0.625,6,12,0.5,3,8,0.375,2,3,0.667,3,4,0.75,0,0,0
MYLES.CALE_Seton Hall,Seton Hall,7,7,205.084,385,63,5,19,7,4,0,11,14,0.156,0.52,0.458,0.445,25,64,0.391,7,31,0.226,6,10,0.6,16,24,0.667,2,9,0.222
MYLES.CARTER_Delaware St.,Delaware St.,5,5,155.783,329,74,6,18,7,3,3,20,13,0.288,0.2,0.493,0.424,25,66,0.379,6,21,0.286,18,19,0.947,11,22,0.5,8,23,0.348
MYLES.DREAD_Penn St.,Penn St.,7,6,191.733,366,51,0,10,12,5,4,3,17,0.36,0.778,0.496,0.5,18,50,0.36,14,41,0.341,1,3,0.333,2,3,0.667,2,6,0.333
MYLES.FOSTER_Monmouth,Monmouth,3,0,10.9,24,7,2,0,0,1,0,0,0,0.667,0.333,0.886,1,3,3,1,0,0,0,1,2,0.5,2,2,1,1,1,1
MYLES.HUNTER_Youngstown St.,Youngstown St.,2,0,18.134,34,2,0,1,1,0,0,1,0,0,0,0.25,0.25,1,4,0.25,0,1,0,0,0,0,1,1,1,0,2,0
MYLES.HUTCHINSON_McNeese,McNeese,4,0,23.232,53,17,0,3,0,0,0,4,4,0.1,0.143,0.85,0.85,7,10,0.7,3,4,0.75,0,0,0,1,1,1,3,5,0.6
MYLES.JOHNSON_Rutgers,Rutgers,6,6,151.499,277,41,14,41,4,4,15,10,17,0.147,0.667,0.536,0.529,18,34,0.529,0,0,0,5,9,0.556,17,30,0.567,1,4,0.25
MYLES.LEWIS_VMI,VMI,2,2,59.334,100,37,4,13,1,1,1,3,3,0.36,0.438,0.653,0.66,16,25,0.64,1,1,1,4,7,0.571,11,15,0.733,4,9,0.444
MYLES.PARKER_Alabama A&M,Alabama A&M,3,1,41.466,75,6,2,4,2,1,0,4,6,0,0.5,0.302,0.278,2,9,0.222,1,5,0.2,1,2,0.5,0,0,0,1,4,0.25
MYLES.PIERRE_Houston Baptist,Houston Baptist,5,0,86.218,167,26,3,7,1,4,0,9,6,0.148,0.2,0.443,0.407,10,27,0.37,2,8,0.25,4,5,0.8,5,11,0.455,3,8,0.375
MYLES.RUTH_Monmouth,Monmouth,3,3,75.734,140,20,2,7,6,7,2,5,8,0.471,0.4,0.431,0.294,5,17,0.294,0,4,0,10,13,0.769,5,9,0.556,0,4,0
MYLES.SMITH_A&M-Corpus Christi,A&M-Corpus Christi,4,4,111.416,214,35,1,17,8,5,0,12,14,0.405,0.538,0.455,0.432,13,37,0.351,6,19,0.316,3,3,1,1,6,0.167,6,12,0.5
MYLES.STUTE_Vanderbilt,Vanderbilt,7,0,97.684,180,16,2,15,5,3,1,5,12,0.25,1,0.298,0.25,4,24,0.167,4,22,0.182,4,6,0.667,0,2,0,0,0,0
MYLES.TATE_Butler,Butler,6,6,167.785,295,33,2,9,17,7,2,10,11,0.2,0.182,0.325,0.256,11,45,0.244,1,21,0.048,10,12,0.833,5,7,0.714,5,17,0.294
MYLES.THOMPSON_Saint Francis (PA),Saint Francis (PA),2,2,70.833,120,15,3,7,3,1,0,2,5,0.222,0.75,0.344,0.25,4,18,0.222,1,7,0.143,6,8,0.75,2,5,0.4,1,6,0.167
MYLES.WARREN_Washington St.,Washington St.,2,0,7.049,16,0,0,1,2,0,0,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0
MYLES.WILMOTH_Butler,Butler,6,0,97.316,177,8,4,15,2,3,2,4,13,0.25,1,0.288,0.208,2,12,0.167,1,9,0.111,3,4,0.75,1,1,1,0,2,0
MYLIK.WILSON_Louisiana,Louisiana,5,5,183.265,344,60,4,26,24,7,5,15,14,0.36,0.318,0.492,0.46,22,50,0.44,2,5,0.4,14,23,0.609,14,24,0.583,6,21,0.286
MYLYJAEL.POTEAT_Rice,Rice,2,0,13.433,31,3,0,3,0,0,1,2,1,0,1,0.508,0.5,1,2,0.5,0,0,0,1,2,0.5,1,1,1,0,1,0
MYREON.JONES_Penn St.,Penn St.,7,6,209.082,393,110,4,13,17,7,3,3,13,0.333,0.765,0.511,0.462,34,93,0.366,18,49,0.367,24,31,0.774,9,16,0.562,7,28,0.25
MYSON.LOWE_Alcorn,Alcorn,6,5,160.048,317,31,0,18,13,5,2,11,6,0.262,0.273,0.332,0.274,11,42,0.262,1,9,0.111,8,10,0.8,6,21,0.286,4,12,0.333
NAHIEM.ALLEYNE_Virginia Tech,Virginia Tech,3,3,82.167,141,35,0,8,7,0,0,7,8,0.115,0.818,0.607,0.596,11,26,0.423,9,18,0.5,4,6,0.667,1,3,0.333,1,5,0.2
NAHSHON.HYLAND_VCU,VCU,3,3,88.868,157,63,1,20,9,4,0,10,9,0.341,0.3,0.607,0.549,20,41,0.488,5,18,0.278,18,23,0.783,10,16,0.625,5,7,0.714
NAIM.MILLER_Mt. St. Mary's,Mt. St. Mary's,2,0,12.766,28,2,0,2,1,2,0,1,1,0.333,1,0.333,0.333,1,3,0.333,0,1,0,0,0,0,1,2,0.5,0,0,0
NAJEE.GARVIN_Nicholls St.,Nicholls St.,3,0,87.049,179,59,5,22,3,5,1,6,12,0.19,0.591,0.578,0.536,22,42,0.524,1,3,0.333,14,19,0.737,13,19,0.684,8,20,0.4
NANA.AKENTEN_Southeast Mo. St.,Southeast Mo. St.,4,4,113.267,211,44,4,21,2,3,2,3,12,0.263,0.786,0.509,0.474,14,38,0.368,8,26,0.308,8,11,0.727,6,9,0.667,0,3,0
NANA.ANTWIBOASIAKO_SFA,SFA,5,0,63.599,135,5,0,9,1,2,3,2,7,0.286,1,0.314,0.286,2,7,0.286,0,2,0,1,2,0.5,2,4,0.5,0,1,0
NANA.OPOKU_Mt. St. Mary's,Mt. St. Mary's,3,3,113.433,201,44,5,9,1,3,9,4,7,0.1,0.474,0.625,0.633,19,30,0.633,0,0,0,6,11,0.545,16,23,0.696,3,7,0.429
NATE.BUSS_Winthrop,Winthrop,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NATE.CLOVER_Oral Roberts,Oral Roberts,2,0,6.733,18,2,0,2,0,0,1,0,0,0,0,0.333,0.333,1,3,0.333,0,0,0,0,0,0,1,3,0.333,0,0,0
NATE.FERGUSON_Drake,Drake,1,0,5.833,10,2,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0
NATE.HEISE_UNI,UNI,3,3,104.233,189,22,1,17,4,6,0,6,8,0.105,0.875,0.526,0.526,8,19,0.421,4,13,0.308,2,4,0.5,3,4,0.75,1,2,0.5
NATE.JENKINS_Iowa St.,Iowa St.,2,0,0.333,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NATE.JOHNSON_Southeast Mo. St.,Southeast Mo. St.,4,0,36.067,68,11,2,3,2,0,1,3,5,0.143,1,0.368,0.357,5,14,0.357,0,0,0,1,2,0.5,5,13,0.385,0,1,0
NATE.JOHNSON_Xavier,Xavier,1,1,35.833,60,4,0,2,0,1,0,1,1,0.3,1,0.2,0.2,2,10,0.2,0,6,0,0,0,0,1,2,0.5,1,2,0.5
NATE.LACEWELL_San Jose St.,San Jose St.,2,1,46.217,93,8,1,5,0,0,1,0,0,0.556,0.333,0.402,0.389,3,9,0.333,1,4,0.25,1,2,0.5,2,4,0.5,0,1,0
NATE.LASZEWSKI_Notre Dame,Notre Dame,6,6,154.15,298,46,9,26,4,7,2,5,16,0.282,0.643,0.474,0.385,14,39,0.359,2,17,0.118,16,20,0.8,12,20,0.6,0,2,0
NATE.LLITERAS_Longwood,Longwood,3,0,40.331,79,9,1,4,1,2,1,1,5,0.091,0.25,0.409,0.409,4,11,0.364,1,4,0.25,0,0,0,0,0,0,3,7,0.429
NATE.MARTIN_Texas St.,Texas St.,1,0,6.067,12,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
NATE.PRYOR_Washington,Washington,1,0,10.967,23,2,0,1,0,0,0,2,1,0.333,0,0.186,0,0,3,0,0,1,0,2,5,0.4,0,1,0,0,1,0
NATE.REUVERS_Wisconsin,Wisconsin,6,6,106.966,183,33,5,8,5,1,8,5,14,0.2,0.467,0.398,0.4,15,40,0.375,2,11,0.182,1,3,0.333,1,7,0.143,12,22,0.545
NATE.ROBERTS_Washington,Washington,4,4,75.383,152,19,10,12,2,2,2,1,11,0.214,0.667,0.564,0.643,9,14,0.643,0,0,0,1,6,0.167,9,12,0.75,0,2,0
NATE.ROBINSON_Seattle U,Seattle U,6,6,195.867,361,68,3,13,2,6,3,6,11,0.228,0.364,0.501,0.456,22,57,0.386,8,16,0.5,16,23,0.696,10,24,0.417,4,17,0.235
NATE.SCHUSTER_Iowa St.,Iowa St.,1,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0
NATE.SHOCKEY_North Dakota,North Dakota,1,0,18.117,36,5,0,1,1,0,0,2,2,0.667,0.5,0.833,0.833,2,3,0.667,1,2,0.5,0,0,0,1,1,1,0,0,0
NATE.SPRINGS_Kennesaw St.,Kennesaw St.,2,0,36.6,77,10,1,5,1,0,0,1,3,0,0.75,0.625,0.625,4,8,0.5,2,4,0.5,0,0,0,2,4,0.5,0,0,0
NATE.WATSON_Providence,Providence,5,5,183.085,338,90,10,29,2,1,7,8,13,0.242,0.568,0.587,0.597,37,62,0.597,0,0,0,16,31,0.516,35,52,0.673,2,10,0.2
NATHAN.CAYO_Richmond,Richmond,4,4,129.901,241,57,3,18,9,4,1,11,10,0.163,0.318,0.479,0.449,22,49,0.449,0,1,0,13,22,0.591,16,28,0.571,6,20,0.3
NATHAN.CHILDRESS_Indiana,Indiana,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NATHAN.JOHNSON_UMBC,UMBC,2,0,4.767,12,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NATHAN.MCCLURE_IUPUI,IUPUI,1,1,16.133,34,0,2,0,1,0,0,1,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
NATHAN.MENSAH_San Diego St.,San Diego St.,7,6,151.035,263,42,10,28,5,3,9,3,25,0.133,0.875,0.573,0.533,16,30,0.533,0,1,0,10,14,0.714,11,16,0.688,5,13,0.385
NATHAN.NELSON_South Carolina,South Carolina,4,1,23.517,49,5,0,0,0,0,0,1,1,0.2,0.5,0.5,0.5,2,5,0.4,1,2,0.5,0,0,0,0,0,0,1,3,0.333
NATHAN.SCOTT_Northern Ill.,Northern Ill.,5,5,98.066,185,36,6,13,3,5,3,3,7,0.333,0.429,0.564,0.55,14,30,0.467,5,13,0.385,3,4,0.75,8,12,0.667,1,5,0.2
NATHANAEL.JACK_Florida St.,Florida St.,4,0,28,61,17,0,2,0,0,0,0,3,0.467,1,0.567,0.567,6,15,0.4,5,12,0.417,0,0,0,0,2,0,1,1,1
NATHANIEL.STOKES_Bryant,Bryant,4,0,65.768,132,11,1,8,1,0,2,1,11,0.312,0.75,0.344,0.344,4,16,0.25,3,11,0.273,0,0,0,0,0,0,1,5,0.2
NAZ.BOHANNON_Youngstown St.,Youngstown St.,2,2,69.083,126,29,6,10,17,3,0,6,7,0.263,0.333,0.636,0.632,12,19,0.632,0,1,0,5,8,0.625,6,11,0.545,6,7,0.857
NDONGO.NDAW_Indiana St.,Indiana St.,4,0,10.083,18,0,2,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
NEAL.QUINN_Lafayette,Lafayette,3,2,57.584,117,34,3,10,6,0,2,4,5,0.238,0.333,0.713,0.714,15,21,0.714,0,0,0,4,6,0.667,13,16,0.812,2,5,0.4
NEEMIAS.QUETA_Utah St.,Utah St.,7,7,244.633,433,123,25,62,13,5,29,13,16,0.111,0.7,0.584,0.494,40,81,0.494,0,0,0,43,51,0.843,27,52,0.519,13,29,0.448
NEFTALI.ALVAREZ_Mercer,Mercer,7,7,197.151,358,83,4,21,21,10,1,22,12,0.264,0.062,0.512,0.472,32,72,0.444,4,16,0.25,15,19,0.789,24,45,0.533,4,11,0.364
NEHEMIAH.BENSON_Rider,Rider,2,0,9.283,16,0,0,2,0,0,0,0,2,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0
NEHEMIAH.MACK_Manhattan,Manhattan,3,0,12.1,25,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
NEHEMIE.KABEYA_N.C. Central,N.C. Central,3,1,17.233,36,2,1,4,0,1,1,1,7,0,1,0.5,0.5,1,2,0.5,0,0,0,0,0,0,1,2,0.5,0,0,0
NELLY.CUMMINGS_Colgate,Colgate,4,4,99.4,185,39,3,12,7,3,0,4,4,0.355,0.5,0.525,0.468,12,31,0.387,5,13,0.385,10,13,0.769,5,8,0.625,2,10,0.2
NELLY.JOSEPH_Iona,Iona,5,5,141.016,246,49,13,30,8,4,5,10,14,0.114,0.3,0.575,0.571,20,35,0.571,0,0,0,9,16,0.562,14,25,0.56,6,10,0.6
NELSON.BOACHIEYIADOM_Davidson,Davidson,5,0,85.433,141,10,6,9,10,4,3,4,10,0.222,0,0.48,0.556,5,9,0.556,0,1,0,0,3,0,5,7,0.714,0,1,0
NENDAH.TARKE_Coppin St.,Coppin St.,4,4,118.684,251,55,8,17,4,11,3,5,10,0.306,0.8,0.638,0.667,20,36,0.556,8,18,0.444,7,15,0.467,11,16,0.688,1,2,0.5
NEVIN.ZINK_USC Upstate,USC Upstate,2,2,53.533,93,26,7,10,1,0,0,1,7,0.25,0.625,0.663,0.667,8,12,0.667,0,0,0,10,16,0.625,8,12,0.667,0,0,0
NFALY.DANTE_Oregon,Oregon,7,0,37.434,64,5,2,2,0,1,4,0,6,0,0,0.505,0.5,2,4,0.5,0,0,0,1,2,0.5,1,2,0.5,1,2,0.5
NIC.LYNCH_Lehigh,Lehigh,4,4,79.884,156,31,5,6,0,1,3,4,10,0.107,0.538,0.51,0.482,13,28,0.464,1,2,0.5,4,5,0.8,9,16,0.562,3,10,0.3
NIC.TATA_Missouri St.,Missouri St.,3,0,12.1,21,6,1,1,0,0,0,0,0,0,0.667,1,1,3,3,1,0,0,0,0,0,0,3,3,1,0,0,0
NICHOLAS.BOYD_Fla. Atlantic,Fla. Atlantic,6,0,89.432,176,24,4,7,12,2,1,3,7,0.269,0.429,0.409,0.346,7,26,0.269,4,10,0.4,6,7,0.857,3,13,0.231,0,3,0
NICHOLAS.EVTIMOV_Colgate,Colgate,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NICHOLAS.JONES_Ark.-Pine Bluff,Ark.-Pine Bluff,5,0,96.032,171,33,1,9,5,3,0,6,4,0.25,0.385,0.57,0.554,13,28,0.464,5,17,0.294,2,2,1,5,5,1,3,6,0.5
NICHOLAS.KRATHOLM_Niagara,Niagara,3,3,42.116,78,16,3,5,0,0,1,4,7,0.154,0.857,0.573,0.538,7,13,0.538,0,0,0,2,2,1,4,8,0.5,3,5,0.6
NICHOLAS.MCMULLEN_Murray St.,Murray St.,3,3,81.5,137,5,7,4,0,0,1,1,8,0.2,0,0.181,0.1,1,10,0.1,0,0,0,3,8,0.375,1,8,0.125,0,2,0
NICK.BASSETT_Colorado St.,Colorado St.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NICK.BLAKE_UNLV,UNLV,7,2,128.567,242,24,2,15,17,4,2,21,12,0.286,0.556,0.503,0.476,9,21,0.429,2,6,0.333,4,6,0.667,6,10,0.6,1,5,0.2
NICK.BRENNEN_Manhattan,Manhattan,5,0,73,133,10,3,11,3,0,1,2,7,0.154,1,0.325,0.192,2,13,0.154,1,10,0.1,5,5,1,1,3,0.333,0,0,0
NICK.BROOKS_Rutgers,Rutgers,1,0,0.417,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NICK.CALDWELL_Southeastern La.,Southeastern La.,7,4,183.034,356,79,18,29,9,8,4,12,18,0.25,0.469,0.571,0.555,32,64,0.5,7,15,0.467,8,11,0.727,23,38,0.605,2,11,0.182
NICK.CARLSON_Cal Poly,Cal Poly,1,0,0.15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NICK.FARRAR_NC State,NC State,1,0,0.15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NICK.FERRARINI_Omaha,Omaha,3,0,58.7,118,19,1,6,5,3,0,4,3,0.143,0.667,0.415,0.357,6,21,0.286,3,13,0.231,4,4,1,2,4,0.5,1,4,0.25
NICK.FINKE_Army West Point,Army West Point,5,1,126.467,224,27,4,19,8,2,0,7,8,0.105,0.818,0.568,0.579,11,19,0.579,0,0,0,5,10,0.5,11,18,0.611,0,1,0
NICK.FLEMING_Southern Utah,Southern Utah,3,0,21.95,44,0,1,1,3,1,0,1,2,0.5,0,0,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0
NICK.GAZELAS_Montana St.,Montana St.,7,0,107.901,203,33,3,9,1,0,0,4,7,0.286,0.7,0.692,0.667,10,21,0.476,8,17,0.471,5,6,0.833,1,1,1,1,3,0.333
NICK.GUADARRAMA_New Hampshire,New Hampshire,1,1,38.183,63,16,1,3,2,2,1,1,3,0.385,0.333,0.573,0.538,6,13,0.462,2,6,0.333,2,2,1,3,5,0.6,1,2,0.5
NICK.HONOR_Clemson,Clemson,5,5,109.699,180,28,2,7,15,7,1,3,6,0.152,0.364,0.412,0.394,11,33,0.333,4,18,0.222,2,2,1,4,8,0.5,3,7,0.429
NICK.JOHNSON_New Hampshire,New Hampshire,1,1,38.5,61,14,3,4,1,0,0,0,5,0.364,0.4,0.458,0.455,5,11,0.455,0,0,0,4,9,0.444,5,9,0.556,0,2,0
